0.0, 0.0
2.5E-6, 0.0
5.0E-6, 0.0
7.5E-6, 0.0
1.0E-5, 0.0
1.25E-5, 0.0
1.5E-5, 0.0
1.75E-5, 0.0
2.0E-5, 0.0
2.25E-5, 0.0
2.5E-5, 0.0
2.75E-5, 0.0
3.0E-5, 0.0
3.25E-5, 0.0
3.5E-5, 0.0
3.75E-5, 0.0
4.0E-5, 0.0
4.25E-5, 0.0
4.5E-5, 0.0
4.75E-5, 0.0
5.0E-5, 0.0
5.25E-5, 0.0
5.5E-5, 0.0
5.75E-5, 0.0
6.0E-5, 0.0
6.25E-5, 0.0
6.5E-5, 0.0
6.75E-5, 0.0
7.0E-5, 0.0
7.25E-5, 0.0
7.5E-5, 0.0
7.75E-5, 0.0
8.0E-5, 0.0
8.25E-5, 0.0
8.5E-5, 0.0
8.75E-5, 0.0
9.0E-5, 0.0
9.25E-5, 0.0
9.5E-5, 0.0
9.75E-5, 0.0
1.0E-4, 0.0
1.025E-4, 0.0
1.05E-4, 0.0
1.075E-4, 0.0
1.1E-4, 0.0
1.125E-4, 0.0
1.15E-4, 0.0
1.175E-4, 0.0
1.2E-4, 0.0
1.225E-4, 0.0
1.25E-4, 0.0
1.275E-4, 0.0
1.3E-4, 0.0
1.325E-4, 0.0
1.35E-4, 0.0
1.375E-4, 0.0
1.4E-4, 0.0
1.425E-4, 0.0
1.45E-4, 0.0
1.475E-4, 0.0
1.5E-4, 0.0
1.525E-4, 0.0
1.55E-4, 0.0
1.575E-4, 0.0
1.6E-4, 0.0
1.625E-4, 0.0
1.65E-4, 0.0
1.675E-4, 0.0
1.7E-4, 0.0
1.725E-4, 0.0
1.75E-4, 0.0
1.775E-4, 0.0
1.8E-4, 0.0
1.825E-4, 0.0
1.85E-4, 0.0
1.875E-4, 0.0
1.9E-4, 0.0
1.925E-4, 0.0
1.95E-4, 0.0
1.975E-4, 0.0
2.0E-4, 0.0
2.025E-4, 0.0
2.05E-4, 0.0
2.075E-4, 0.0
2.1E-4, 0.0
2.125E-4, 0.0
2.15E-4, 0.0
2.175E-4, 0.0
2.2E-4, 0.0
2.225E-4, 0.0
2.25E-4, 0.0
2.275E-4, 0.0
2.3E-4, 0.0
2.325E-4, 0.0
2.35E-4, 0.0
2.375E-4, 0.0
