f [Hz], FR(kf0), FI(kf0), |F(kf0)|
3.27045,-4.38519e-13,0,4.38519e-13
3.27083,0.471315,0,0.471315
3.27121,0.828943,0,0.828943
3.2716,0.976905,0,0.976905
3.27198,0.85195,0,0.85195
3.27236,0.433569,0,0.433569
3.27275,-0.252497,0,0.252497
3.27313,-1.13781,0,1.13781
3.27352,-2.12132,0,2.12132
3.2739,-3.0844,0,3.0844
3.27428,-3.90862,0,3.90862
3.27467,-4.49352,0,4.49352
3.27505,-4.77164,0,4.77164
3.27543,-4.71858,0,4.71858
3.27582,-4.35657,0,4.35657
3.2762,-3.75092,0,3.75092
3.27658,-3,0,3
3.27697,-2.22019,0,2.22019
3.27735,-1.52814,0,1.52814
3.27773,-1.02306,0,1.02306
3.27812,-0.771639,0,0.771639
3.2785,-0.798005,0,0.798005
3.27888,-1.0802,0,1.0802
3.27927,-1.55366,0,1.55366
3.27965,-2.12132,0,2.12132
3.28003,-2.66855,0,2.66855
3.28042,-3.08092,0,3.08092
3.2808,-3.26195,0,3.26195
3.28118,-3.14805,0,3.14805
3.28157,-2.71861,0,2.71861
3.28195,-1.99948,0,1.99948
3.28234,-1.05942,0,1.05942
3.28272,1.67226e-13,0,1.67226e-13
3.2831,1.05942,0,1.05942
3.28349,1.99948,0,1.99948
3.28387,2.71861,0,2.71861
3.28425,3.14805,0,3.14805
3.28464,3.26195,0,3.26195
3.28502,3.08092,0,3.08092
3.2854,2.66855,0,2.66855
3.28579,2.12132,0,2.12132
3.28617,1.55366,0,1.55366
3.28655,1.0802,0,1.0802
3.28694,0.798005,0,0.798005
3.28732,0.771639,0,0.771639
3.2877,1.02306,0,1.02306
3.28809,1.52814,0,1.52814
3.28847,2.22019,0,2.22019
3.28885,3,0,3
3.28924,3.75092,0,3.75092
3.28962,4.35657,0,4.35657
3.29001,4.71858,0,4.71858
3.29039,4.77164,0,4.77164
3.29077,4.49352,0,4.49352
3.29116,3.90862,0,3.90862
3.29154,3.0844,0,3.0844
3.29192,2.12132,0,2.12132
3.29231,1.13781,0,1.13781
3.29269,0.252497,0,0.252497
3.29307,-0.433569,0,0.433569
3.29346,-0.85195,0,0.85195
3.29384,-0.976905,0,0.976905
3.29422,-0.828943,0,0.828943
3.29461,-0.471315,0,0.471315
3.29499,2.21086e-14,0,2.21086e-14
3.29537,0.471315,0,0.471315
3.29576,0.828943,0,0.828943
3.29614,0.976905,0,0.976905
3.29652,0.85195,0,0.85195
3.29691,0.433569,0,0.433569
3.29729,-0.252497,0,0.252497
3.29768,-1.13781,0,1.13781
3.29806,-2.12132,0,2.12132
3.29844,-3.0844,0,3.0844
3.29883,-3.90862,0,3.90862
3.29921,-4.49352,0,4.49352
3.29959,-4.77164,0,4.77164
3.29998,-4.71858,0,4.71858
3.30036,-4.35657,0,4.35657
3.30074,-3.75092,0,3.75092
3.30113,-3,0,3
3.30151,-2.22019,0,2.22019
3.30189,-1.52814,0,1.52814
3.30228,-1.02306,0,1.02306
3.30266,-0.771639,0,0.771639
3.30304,-0.798005,0,0.798005
3.30343,-1.0802,0,1.0802
3.30381,-1.55366,0,1.55366
3.30419,-2.12132,0,2.12132
3.30458,-2.66855,0,2.66855
3.30496,-3.08092,0,3.08092
3.30535,-3.26195,0,3.26195
3.30573,-3.14805,0,3.14805
3.30611,-2.71861,0,2.71861
3.3065,-1.99948,0,1.99948
3.30688,-1.05942,0,1.05942
3.30726,-6.99477e-14,0,6.99477e-14
3.30765,1.05942,0,1.05942
3.30803,1.99948,0,1.99948
3.30841,2.71861,0,2.71861
3.3088,3.14805,0,3.14805
3.30918,3.26195,0,3.26195
3.30956,3.08092,0,3.08092
3.30995,2.66855,0,2.66855
3.31033,2.12132,0,2.12132
3.31071,1.55366,0,1.55366
3.3111,1.0802,0,1.0802
3.31148,0.798005,0,0.798005
3.31186,0.771639,0,0.771639
3.31225,1.02306,0,1.02306
3.31263,1.52814,0,1.52814
3.31302,2.22019,0,2.22019
3.3134,3,0,3
3.31378,3.75092,0,3.75092
3.31417,4.35657,0,4.35657
3.31455,4.71858,0,4.71858
3.31493,4.77164,0,4.77164
3.31532,4.49352,0,4.49352
3.3157,3.90862,0,3.90862
3.31608,3.0844,0,3.0844
3.31647,2.12132,0,2.12132
3.31685,1.13781,0,1.13781
3.31723,0.252497,0,0.252497
3.31762,-0.433569,0,0.433569
3.318,-0.85195,0,0.85195
3.31838,-0.976905,0,0.976905
3.31877,-0.828943,0,0.828943
3.31915,-0.471315,0,0.471315
3.31953,-8.56974e-14,0,8.56974e-14
3.31992,0.471315,0,0.471315
3.3203,0.828943,0,0.828943
3.32068,0.976905,0,0.976905
3.32107,0.85195,0,0.85195
3.32145,0.433569,0,0.433569
3.32184,-0.252497,0,0.252497
3.32222,-1.13781,0,1.13781
3.3226,-2.12132,0,2.12132
3.32299,-3.0844,0,3.0844
3.32337,-3.90862,0,3.90862
3.32375,-4.49352,0,4.49352
3.32414,-4.77164,0,4.77164
3.32452,-4.71858,0,4.71858
3.3249,-4.35657,0,4.35657
3.32529,-3.75092,0,3.75092
3.32567,-3,0,3
3.32605,-2.22019,0,2.22019
3.32644,-1.52814,0,1.52814
3.32682,-1.02306,0,1.02306
3.3272,-0.771639,0,0.771639
3.32759,-0.798005,0,0.798005
3.32797,-1.0802,0,1.0802
3.32835,-1.55366,0,1.55366
3.32874,-2.12132,0,2.12132
3.32912,-2.66855,0,2.66855
3.32951,-3.08092,0,3.08092
3.32989,-3.26195,0,3.26195
3.33027,-3.14805,0,3.14805
3.33066,-2.71861,0,2.71861
3.33104,-1.99948,0,1.99948
3.33142,-1.05942,0,1.05942
3.33181,-3.07121e-13,0,3.07121e-13
3.33219,1.05942,0,1.05942
3.33257,1.99948,0,1.99948
3.33296,2.71861,0,2.71861
3.33334,3.14805,0,3.14805
3.33372,3.26195,0,3.26195
3.33411,3.08092,0,3.08092
3.33449,2.66855,0,2.66855
3.33487,2.12132,0,2.12132
3.33526,1.55366,0,1.55366
3.33564,1.0802,0,1.0802
3.33602,0.798005,0,0.798005
3.33641,0.771639,0,0.771639
3.33679,1.02306,0,1.02306
3.33718,1.52814,0,1.52814
3.33756,2.22019,0,2.22019
3.33794,3,0,3
3.33833,3.75092,0,3.75092
3.33871,4.35657,0,4.35657
3.33909,4.71858,0,4.71858
3.33948,4.77164,0,4.77164
3.33986,4.49352,0,4.49352
3.34024,3.90862,0,3.90862
3.34063,3.0844,0,3.0844
3.34101,2.12132,0,2.12132
3.34139,1.13781,0,1.13781
3.34178,0.252497,0,0.252497
3.34216,-0.433569,0,0.433569
3.34254,-0.85195,0,0.85195
3.34293,-0.976905,0,0.976905
3.34331,-0.828943,0,0.828943
3.34369,-0.471315,0,0.471315
3.34408,-1.93503e-13,0,1.93503e-13
3.34446,0.471315,0,0.471315
3.34485,0.828943,0,0.828943
3.34523,0.976905,0,0.976905
3.34561,0.85195,0,0.85195
3.346,0.433569,0,0.433569
3.34638,-0.252497,0,0.252497
3.34676,-1.13781,0,1.13781
3.34715,-2.12132,0,2.12132
3.34753,-3.0844,0,3.0844
3.34791,-3.90862,0,3.90862
3.3483,-4.49352,0,4.49352
3.34868,-4.77164,0,4.77164
3.34906,-4.71858,0,4.71858
3.34945,-4.35657,0,4.35657
3.34983,-3.75092,0,3.75092
3.35021,-3,0,3
3.3506,-2.22019,0,2.22019
3.35098,-1.52814,0,1.52814
3.35136,-1.02306,0,1.02306
3.35175,-0.771639,0,0.771639
3.35213,-0.798005,0,0.798005
3.35252,-1.0802,0,1.0802
3.3529,-1.55366,0,1.55366
3.35328,-2.12132,0,2.12132
3.35367,-2.66855,0,2.66855
3.35405,-3.08092,0,3.08092
3.35443,-3.26195,0,3.26195
3.35482,-3.14805,0,3.14805
3.3552,-2.71861,0,2.71861
3.35558,-1.99948,0,1.99948
3.35597,-1.05942,0,1.05942
3.35635,-5.44294e-13,0,5.44294e-13
3.35673,1.05942,0,1.05942
3.35712,1.99948,0,1.99948
3.3575,2.71861,0,2.71861
3.35788,3.14805,0,3.14805
3.35827,3.26195,0,3.26195
3.35865,3.08092,0,3.08092
3.35903,2.66855,0,2.66855
3.35942,2.12132,0,2.12132
3.3598,1.55366,0,1.55366
3.36018,1.0802,0,1.0802
3.36057,0.798005,0,0.798005
3.36095,0.771639,0,0.771639
3.36134,1.02306,0,1.02306
3.36172,1.52814,0,1.52814
3.3621,2.22019,0,2.22019
3.36249,3,0,3
3.36287,3.75092,0,3.75092
3.36325,4.35657,0,4.35657
3.36364,4.71858,0,4.71858
3.36402,4.77164,0,4.77164
3.3644,4.49352,0,4.49352
3.36479,3.90862,0,3.90862
3.36517,3.0844,0,3.0844
3.36555,2.12132,0,2.12132
3.36594,1.13781,0,1.13781
3.36632,0.252497,0,0.252497
3.3667,-0.433569,0,0.433569
3.36709,-0.85195,0,0.85195
3.36747,-0.976905,0,0.976905
3.36785,-0.828943,0,0.828943
3.36824,-0.471315,0,0.471315
3.36862,-3.0131e-13,0,3.0131e-13
3.36901,0.471315,0,0.471315
3.36939,0.828943,0,0.828943
3.36977,0.976905,0,0.976905
3.37016,0.85195,0,0.85195
3.37054,0.433569,0,0.433569
3.37092,-0.252497,0,0.252497
3.37131,-1.13781,0,1.13781
3.37169,-2.12132,0,2.12132
3.37207,-3.0844,0,3.0844
3.37246,-3.90862,0,3.90862
3.37284,-4.49352,0,4.49352
3.37322,-4.77164,0,4.77164
3.37361,-4.71858,0,4.71858
3.37399,-4.35657,0,4.35657
3.37437,-3.75092,0,3.75092
3.37476,-3,0,3
3.37514,-2.22019,0,2.22019
3.37552,-1.52814,0,1.52814
3.37591,-1.02306,0,1.02306
3.37629,-0.771639,0,0.771639
3.37668,-0.798005,0,0.798005
3.37706,-1.0802,0,1.0802
3.37744,-1.55366,0,1.55366
3.37783,-2.12132,0,2.12132
3.37821,-2.66855,0,2.66855
3.37859,-3.08092,0,3.08092
3.37898,-3.26195,0,3.26195
3.37936,-3.14805,0,3.14805
3.37974,-2.71861,0,2.71861
3.38013,-1.99948,0,1.99948
3.38051,-1.05942,0,1.05942
3.38089,-7.81468e-13,0,7.81468e-13
3.38128,1.05942,0,1.05942
3.38166,1.99948,0,1.99948
3.38204,2.71861,0,2.71861
3.38243,3.14805,0,3.14805
3.38281,3.26195,0,3.26195
3.38319,3.08092,0,3.08092
3.38358,2.66855,0,2.66855
3.38396,2.12132,0,2.12132
3.38435,1.55366,0,1.55366
3.38473,1.0802,0,1.0802
3.38511,0.798005,0,0.798005
3.3855,0.771639,0,0.771639
3.38588,1.02306,0,1.02306
3.38626,1.52814,0,1.52814
3.38665,2.22019,0,2.22019
3.38703,3,0,3
3.38741,3.75092,0,3.75092
3.3878,4.35657,0,4.35657
3.38818,4.71858,0,4.71858
3.38856,4.77164,0,4.77164
3.38895,4.49352,0,4.49352
3.38933,3.90862,0,3.90862
3.38971,3.0844,0,3.0844
3.3901,2.12132,0,2.12132
3.39048,1.13781,0,1.13781
3.39086,0.252497,0,0.252497
3.39125,-0.433569,0,0.433569
3.39163,-0.85195,0,0.85195
3.39202,-0.976905,0,0.976905
3.3924,-0.828943,0,0.828943
3.39278,-0.471315,0,0.471315
3.39317,-4.09116e-13,0,4.09116e-13
3.39355,0.471315,0,0.471315
3.39393,0.828943,0,0.828943
3.39432,0.976905,0,0.976905
3.3947,0.85195,0,0.85195
3.39508,0.433569,0,0.433569
3.39547,-0.252497,0,0.252497
3.39585,-1.13781,0,1.13781
3.39623,-2.12132,0,2.12132
3.39662,-3.0844,0,3.0844
3.397,-3.90862,0,3.90862
3.39738,-4.49352,0,4.49352
3.39777,-4.77164,0,4.77164
3.39815,-4.71858,0,4.71858
3.39853,-4.35657,0,4.35657
3.39892,-3.75092,0,3.75092
3.3993,-3,0,3
3.39968,-2.22019,0,2.22019
3.40007,-1.52814,0,1.52814
3.40045,-1.02306,0,1.02306
3.40084,-0.771639,0,0.771639
3.40122,-0.798005,0,0.798005
3.4016,-1.0802,0,1.0802
3.40199,-1.55366,0,1.55366
3.40237,-2.12132,0,2.12132
3.40275,-2.66855,0,2.66855
3.40314,-3.08092,0,3.08092
3.40352,-3.26195,0,3.26195
3.4039,-3.14805,0,3.14805
3.40429,-2.71861,0,2.71861
3.40467,-1.99948,0,1.99948
3.40505,-1.05942,0,1.05942
3.40544,2.31914e-13,0,2.31914e-13
3.40582,1.05942,0,1.05942
3.4062,1.99948,0,1.99948
3.40659,2.71861,0,2.71861
3.40697,3.14805,0,3.14805
3.40735,3.26195,0,3.26195
3.40774,3.08092,0,3.08092
3.40812,2.66855,0,2.66855
3.40851,2.12132,0,2.12132
3.40889,1.55366,0,1.55366
3.40927,1.0802,0,1.0802
3.40966,0.798005,0,0.798005
3.41004,0.771639,0,0.771639
3.41042,1.02306,0,1.02306
3.41081,1.52814,0,1.52814
3.41119,2.22019,0,2.22019
3.41157,3,0,3
3.41196,3.75092,0,3.75092
3.41234,4.35657,0,4.35657
3.41272,4.71858,0,4.71858
3.41311,4.77164,0,4.77164
3.41349,4.49352,0,4.49352
3.41387,3.90862,0,3.90862
3.41426,3.0844,0,3.0844
3.41464,2.12132,0,2.12132
3.41502,1.13781,0,1.13781
3.41541,0.252497,0,0.252497
3.41579,-0.433569,0,0.433569
3.41618,-0.85195,0,0.85195
3.41656,-0.976905,0,0.976905
3.41694,-0.828943,0,0.828943
3.41733,-0.471315,0,0.471315
3.41771,5.15125e-14,0,5.15125e-14
3.41809,0.471315,0,0.471315
3.41848,0.828943,0,0.828943
3.41886,0.976905,0,0.976905
3.41924,0.85195,0,0.85195
3.41963,0.433569,0,0.433569
3.42001,-0.252497,0,0.252497
3.42039,-1.13781,0,1.13781
3.42078,-2.12132,0,2.12132
3.42116,-3.0844,0,3.0844
3.42154,-3.90862,0,3.90862
3.42193,-4.49352,0,4.49352
3.42231,-4.77164,0,4.77164
3.42269,-4.71858,0,4.71858
3.42308,-4.35657,0,4.35657
3.42346,-3.75092,0,3.75092
3.42385,-3,0,3
3.42423,-2.22019,0,2.22019
3.42461,-1.52814,0,1.52814
3.425,-1.02306,0,1.02306
3.42538,-0.771639,0,0.771639
3.42576,-0.798005,0,0.798005
3.42615,-1.0802,0,1.0802
3.42653,-1.55366,0,1.55366
3.42691,-2.12132,0,2.12132
3.4273,-2.66855,0,2.66855
3.42768,-3.08092,0,3.08092
3.42806,-3.26195,0,3.26195
3.42845,-3.14805,0,3.14805
3.42883,-2.71861,0,2.71861
3.42921,-1.99948,0,1.99948
3.4296,-1.05942,0,1.05942
3.42998,-5.25908e-15,0,5.25908e-15
3.43036,1.05942,0,1.05942
3.43075,1.99948,0,1.99948
3.43113,2.71861,0,2.71861
3.43152,3.14805,0,3.14805
3.4319,3.26195,0,3.26195
3.43228,3.08092,0,3.08092
3.43267,2.66855,0,2.66855
3.43305,2.12132,0,2.12132
3.43343,1.55366,0,1.55366
3.43382,1.0802,0,1.0802
3.4342,0.798005,0,0.798005
3.43458,0.771639,0,0.771639
3.43497,1.02306,0,1.02306
3.43535,1.52814,0,1.52814
3.43573,2.22019,0,2.22019
3.43612,3,0,3
3.4365,3.75092,0,3.75092
3.43688,4.35657,0,4.35657
3.43727,4.71858,0,4.71858
3.43765,4.77164,0,4.77164
3.43803,4.49352,0,4.49352
3.43842,3.90862,0,3.90862
3.4388,3.0844,0,3.0844
3.43918,2.12132,0,2.12132
3.43957,1.13781,0,1.13781
3.43995,0.252497,0,0.252497
3.44034,-0.433569,0,0.433569
3.44072,-0.85195,0,0.85195
3.4411,-0.976905,0,0.976905
3.44149,-0.828943,0,0.828943
3.44187,-0.471315,0,0.471315
3.44225,-5.62935e-14,0,5.62935e-14
3.44264,0.471315,0,0.471315
3.44302,0.828943,0,0.828943
3.4434,0.976905,0,0.976905
3.44379,0.85195,0,0.85195
3.44417,0.433569,0,0.433569
3.44455,-0.252497,0,0.252497
3.44494,-1.13781,0,1.13781
3.44532,-2.12132,0,2.12132
3.4457,-3.0844,0,3.0844
3.44609,-3.90862,0,3.90862
3.44647,-4.49352,0,4.49352
3.44685,-4.77164,0,4.77164
3.44724,-4.71858,0,4.71858
3.44762,-4.35657,0,4.35657
3.44801,-3.75092,0,3.75092
3.44839,-3,0,3
3.44877,-2.22019,0,2.22019
3.44916,-1.52814,0,1.52814
3.44954,-1.02306,0,1.02306
3.44992,-0.771639,0,0.771639
3.45031,-0.798005,0,0.798005
3.45069,-1.0802,0,1.0802
3.45107,-1.55366,0,1.55366
3.45146,-2.12132,0,2.12132
3.45184,-2.66855,0,2.66855
3.45222,-3.08092,0,3.08092
3.45261,-3.26195,0,3.26195
3.45299,-3.14805,0,3.14805
3.45337,-2.71861,0,2.71861
3.45376,-1.99948,0,1.99948
3.45414,-1.05942,0,1.05942
3.45452,-2.42432e-13,0,2.42432e-13
3.45491,1.05942,0,1.05942
3.45529,1.99948,0,1.99948
3.45568,2.71861,0,2.71861
3.45606,3.14805,0,3.14805
3.45644,3.26195,0,3.26195
3.45683,3.08092,0,3.08092
3.45721,2.66855,0,2.66855
3.45759,2.12132,0,2.12132
3.45798,1.55366,0,1.55366
3.45836,1.0802,0,1.0802
3.45874,0.798005,0,0.798005
3.45913,0.771639,0,0.771639
3.45951,1.02306,0,1.02306
3.45989,1.52814,0,1.52814
3.46028,2.22019,0,2.22019
3.46066,3,0,3
3.46104,3.75092,0,3.75092
3.46143,4.35657,0,4.35657
3.46181,4.71858,0,4.71858
3.46219,4.77164,0,4.77164
3.46258,4.49352,0,4.49352
3.46296,3.90862,0,3.90862
3.46335,3.0844,0,3.0844
3.46373,2.12132,0,2.12132
3.46411,1.13781,0,1.13781
3.4645,0.252497,0,0.252497
3.46488,-0.433569,0,0.433569
3.46526,-0.85195,0,0.85195
3.46565,-0.976905,0,0.976905
3.46603,-0.828943,0,0.828943
3.46641,-0.471315,0,0.471315
3.4668,-1.641e-13,0,1.641e-13
3.46718,0.471315,0,0.471315
3.46756,0.828943,0,0.828943
3.46795,0.976905,0,0.976905
3.46833,0.85195,0,0.85195
3.46871,0.433569,0,0.433569
3.4691,-0.252497,0,0.252497
3.46948,-1.13781,0,1.13781
3.46986,-2.12132,0,2.12132
3.47025,-3.0844,0,3.0844
3.47063,-3.90862,0,3.90862
3.47102,-4.49352,0,4.49352
3.4714,-4.77164,0,4.77164
3.47178,-4.71858,0,4.71858
3.47217,-4.35657,0,4.35657
3.47255,-3.75092,0,3.75092
3.47293,-3,0,3
3.47332,-2.22019,0,2.22019
3.4737,-1.52814,0,1.52814
3.47408,-1.02306,0,1.02306
3.47447,-0.771639,0,0.771639
3.47485,-0.798005,0,0.798005
3.47523,-1.0802,0,1.0802
3.47562,-1.55366,0,1.55366
3.476,-2.12132,0,2.12132
3.47638,-2.66855,0,2.66855
3.47677,-3.08092,0,3.08092
3.47715,-3.26195,0,3.26195
3.47753,-3.14805,0,3.14805
3.47792,-2.71861,0,2.71861
3.4783,-1.99948,0,1.99948
3.47868,-1.05942,0,1.05942
3.47907,-4.79606e-13,0,4.79606e-13
3.47945,1.05942,0,1.05942
3.47984,1.99948,0,1.99948
3.48022,2.71861,0,2.71861
3.4806,3.14805,0,3.14805
3.48099,3.26195,0,3.26195
3.48137,3.08092,0,3.08092
3.48175,2.66855,0,2.66855
3.48214,2.12132,0,2.12132
3.48252,1.55366,0,1.55366
3.4829,1.0802,0,1.0802
3.48329,0.798005,0,0.798005
3.48367,0.771639,0,0.771639
3.48405,1.02306,0,1.02306
3.48444,1.52814,0,1.52814
3.48482,2.22019,0,2.22019
3.4852,3,0,3
3.48559,3.75092,0,3.75092
3.48597,4.35657,0,4.35657
3.48635,4.71858,0,4.71858
3.48674,4.77164,0,4.77164
3.48712,4.49352,0,4.49352
3.48751,3.90862,0,3.90862
3.48789,3.0844,0,3.0844
3.48827,2.12132,0,2.12132
3.48866,1.13781,0,1.13781
3.48904,0.252497,0,0.252497
3.48942,-0.433569,0,0.433569
3.48981,-0.85195,0,0.85195
3.49019,-0.976905,0,0.976905
3.49057,-0.828943,0,0.828943
3.49096,-0.471315,0,0.471315
3.49134,-2.71906e-13,0,2.71906e-13
3.49172,0.471315,0,0.471315
3.49211,0.828943,0,0.828943
3.49249,0.976905,0,0.976905
3.49287,0.85195,0,0.85195
3.49326,0.433569,0,0.433569
3.49364,-0.252497,0,0.252497
3.49402,-1.13781,0,1.13781
3.49441,-2.12132,0,2.12132
3.49479,-3.0844,0,3.0844
3.49518,-3.90862,0,3.90862
3.49556,-4.49352,0,4.49352
3.49594,-4.77164,0,4.77164
3.49633,-4.71858,0,4.71858
3.49671,-4.35657,0,4.35657
3.49709,-3.75092,0,3.75092
3.49748,-3,0,3
3.49786,-2.22019,0,2.22019
3.49824,-1.52814,0,1.52814
3.49863,-1.02306,0,1.02306
3.49901,-0.771639,0,0.771639
3.49939,-0.798005,0,0.798005
3.49978,-1.0802,0,1.0802
3.50016,-1.55366,0,1.55366
3.50054,-2.12132,0,2.12132
3.50093,-2.66855,0,2.66855
3.50131,-3.08092,0,3.08092
3.50169,-3.26195,0,3.26195
3.50208,-3.14805,0,3.14805
3.50246,-2.71861,0,2.71861
3.50285,-1.99948,0,1.99948
3.50323,-1.05942,0,1.05942
3.50361,-7.16779e-13,0,7.16779e-13
3.504,1.05942,0,1.05942
3.50438,1.99948,0,1.99948
3.50476,2.71861,0,2.71861
3.50515,3.14805,0,3.14805
3.50553,3.26195,0,3.26195
3.50591,3.08092,0,3.08092
3.5063,2.66855,0,2.66855
3.50668,2.12132,0,2.12132
3.50706,1.55366,0,1.55366
3.50745,1.0802,0,1.0802
3.50783,0.798005,0,0.798005
3.50821,0.771639,0,0.771639
3.5086,1.02306,0,1.02306
3.50898,1.52814,0,1.52814
3.50936,2.22019,0,2.22019
3.50975,3,0,3
3.51013,3.75092,0,3.75092
3.51052,4.35657,0,4.35657
3.5109,4.71858,0,4.71858
3.51128,4.77164,0,4.77164
3.51167,4.49352,0,4.49352
3.51205,3.90862,0,3.90862
3.51243,3.0844,0,3.0844
3.51282,2.12132,0,2.12132
3.5132,1.13781,0,1.13781
3.51358,0.252497,0,0.252497
3.51397,-0.433569,0,0.433569
3.51435,-0.85195,0,0.85195
3.51473,-0.976905,0,0.976905
3.51512,-0.828943,0,0.828943
3.5155,-0.471315,0,0.471315
3.51588,-3.79712e-13,0,3.79712e-13
3.51627,0.471315,0,0.471315
3.51665,0.828943,0,0.828943
3.51703,0.976905,0,0.976905
3.51742,0.85195,0,0.85195
3.5178,0.433569,0,0.433569
3.51818,-0.252497,0,0.252497
3.51857,-1.13781,0,1.13781
3.51895,-2.12132,0,2.12132
3.51934,-3.0844,0,3.0844
3.51972,-3.90862,0,3.90862
3.5201,-4.49352,0,4.49352
3.52049,-4.77164,0,4.77164
3.52087,-4.71858,0,4.71858
3.52125,-4.35657,0,4.35657
3.52164,-3.75092,0,3.75092
3.52202,-3,0,3
3.5224,-2.22019,0,2.22019
3.52279,-1.52814,0,1.52814
3.52317,-1.02306,0,1.02306
3.52355,-0.771639,0,0.771639
3.52394,-0.798005,0,0.798005
3.52432,-1.0802,0,1.0802
3.5247,-1.55366,0,1.55366
3.52509,-2.12132,0,2.12132
3.52547,-2.66855,0,2.66855
3.52585,-3.08092,0,3.08092
3.52624,-3.26195,0,3.26195
3.52662,-3.14805,0,3.14805
3.52701,-2.71861,0,2.71861
3.52739,-1.99948,0,1.99948
3.52777,-1.05942,0,1.05942
3.52816,-9.53952e-13,0,9.53952e-13
3.52854,1.05942,0,1.05942
3.52892,1.99948,0,1.99948
3.52931,2.71861,0,2.71861
3.52969,3.14805,0,3.14805
3.53007,3.26195,0,3.26195
3.53046,3.08092,0,3.08092
3.53084,2.66855,0,2.66855
3.53122,2.12132,0,2.12132
3.53161,1.55366,0,1.55366
3.53199,1.0802,0,1.0802
3.53237,0.798005,0,0.798005
3.53276,0.771639,0,0.771639
3.53314,1.02306,0,1.02306
3.53352,1.52814,0,1.52814
3.53391,2.22019,0,2.22019
3.53429,3,0,3
3.53468,3.75092,0,3.75092
3.53506,4.35657,0,4.35657
3.53544,4.71858,0,4.71858
3.53583,4.77164,0,4.77164
3.53621,4.49352,0,4.49352
3.53659,3.90862,0,3.90862
3.53698,3.0844,0,3.0844
3.53736,2.12132,0,2.12132
3.53774,1.13781,0,1.13781
3.53813,0.252497,0,0.252497
3.53851,-0.433569,0,0.433569
3.53889,-0.85195,0,0.85195
3.53928,-0.976905,0,0.976905
3.53966,-0.828943,0,0.828943
3.54004,-0.471315,0,0.471315
3.54043,8.09164e-14,0,8.09164e-14
3.54081,0.471315,0,0.471315
3.54119,0.828943,0,0.828943
3.54158,0.976905,0,0.976905
3.54196,0.85195,0,0.85195
3.54235,0.433569,0,0.433569
3.54273,-0.252497,0,0.252497
3.54311,-1.13781,0,1.13781
3.5435,-2.12132,0,2.12132
3.54388,-3.0844,0,3.0844
3.54426,-3.90862,0,3.90862
3.54465,-4.49352,0,4.49352
3.54503,-4.77164,0,4.77164
3.54541,-4.71858,0,4.71858
3.5458,-4.35657,0,4.35657
3.54618,-3.75092,0,3.75092
3.54656,-3,0,3
3.54695,-2.22019,0,2.22019
3.54733,-1.52814,0,1.52814
3.54771,-1.02306,0,1.02306
3.5481,-0.771639,0,0.771639
3.54848,-0.798005,0,0.798005
3.54886,-1.0802,0,1.0802
3.54925,-1.55366,0,1.55366
3.54963,-2.12132,0,2.12132
3.55002,-2.66855,0,2.66855
3.5504,-3.08092,0,3.08092
3.55078,-3.26195,0,3.26195
3.55117,-3.14805,0,3.14805
3.55155,-2.71861,0,2.71861
3.55193,-1.99948,0,1.99948
3.55232,-1.05942,0,1.05942
3.5527,5.94295e-14,0,5.94295e-14
3.55308,1.05942,0,1.05942
3.55347,1.99948,0,1.99948
3.55385,2.71861,0,2.71861
3.55423,3.14805,0,3.14805
3.55462,3.26195,0,3.26195
3.555,3.08092,0,3.08092
3.55538,2.66855,0,2.66855
3.55577,2.12132,0,2.12132
3.55615,1.55366,0,1.55366
3.55653,1.0802,0,1.0802
3.55692,0.798005,0,0.798005
3.5573,0.771639,0,0.771639
3.55768,1.02306,0,1.02306
3.55807,1.52814,0,1.52814
3.55845,2.22019,0,2.22019
3.55884,3,0,3
3.55922,3.75092,0,3.75092
3.5596,4.35657,0,4.35657
3.55999,4.71858,0,4.71858
3.56037,4.77164,0,4.77164
3.56075,4.49352,0,4.49352
3.56114,3.90862,0,3.90862
3.56152,3.0844,0,3.0844
3.5619,2.12132,0,2.12132
3.56229,1.13781,0,1.13781
3.56267,0.252497,0,0.252497
3.56305,-0.433569,0,0.433569
3.56344,-0.85195,0,0.85195
3.56382,-0.976905,0,0.976905
3.5642,-0.828943,0,0.828943
3.56459,-0.471315,0,0.471315
3.56497,-2.68896e-14,0,2.68896e-14
3.56535,0.471315,0,0.471315
3.56574,0.828943,0,0.828943
3.56612,0.976905,0,0.976905
3.56651,0.85195,0,0.85195
3.56689,0.433569,0,0.433569
3.56727,-0.252497,0,0.252497
3.56766,-1.13781,0,1.13781
3.56804,-2.12132,0,2.12132
3.56842,-3.0844,0,3.0844
3.56881,-3.90862,0,3.90862
3.56919,-4.49352,0,4.49352
3.56957,-4.77164,0,4.77164
3.56996,-4.71858,0,4.71858
3.57034,-4.35657,0,4.35657
3.57072,-3.75092,0,3.75092
3.57111,-3,0,3
3.57149,-2.22019,0,2.22019
3.57187,-1.52814,0,1.52814
3.57226,-1.02306,0,1.02306
3.57264,-0.771639,0,0.771639
3.57302,-0.798005,0,0.798005
3.57341,-1.0802,0,1.0802
3.57379,-1.55366,0,1.55366
3.57418,-2.12132,0,2.12132
3.57456,-2.66855,0,2.66855
3.57494,-3.08092,0,3.08092
3.57533,-3.26195,0,3.26195
3.57571,-3.14805,0,3.14805
