f [Hz], FR(kf0), FI(kf0), |F(kf0)|
0,3,0,3
0.000383495,3.75092,0,3.75092
0.00076699,4.35657,0,4.35657
0.00115049,4.71858,0,4.71858
0.00153398,4.77164,0,4.77164
0.00191748,4.49352,0,4.49352
0.00230097,3.90862,0,3.90862
0.00268447,3.0844,0,3.0844
0.00306796,2.12132,0,2.12132
0.00345146,1.13781,0,1.13781
0.00383495,0.252497,0,0.252497
0.00421845,-0.433569,0,0.433569
0.00460194,-0.85195,0,0.85195
0.00498544,-0.976905,0,0.976905
0.00536893,-0.828943,0,0.828943
0.00575243,-0.471315,0,0.471315
0.00613592,-3.06162e-16,0,3.06162e-16
0.00651942,0.471315,0,0.471315
0.00690291,0.828943,0,0.828943
0.00728641,0.976905,0,0.976905
0.0076699,0.85195,0,0.85195
0.0080534,0.433569,0,0.433569
0.00843689,-0.252497,0,0.252497
0.00882039,-1.13781,0,1.13781
0.00920388,-2.12132,0,2.12132
0.00958738,-3.0844,0,3.0844
0.00997088,-3.90862,0,3.90862
0.0103544,-4.49352,0,4.49352
0.0107379,-4.77164,0,4.77164
0.0111214,-4.71858,0,4.71858
0.0115049,-4.35657,0,4.35657
0.0118884,-3.75092,0,3.75092
0.0122718,-3,0,3
0.0126553,-2.22019,0,2.22019
0.0130388,-1.52814,0,1.52814
0.0134223,-1.02306,0,1.02306
0.0138058,-0.771639,0,0.771639
0.0141893,-0.798005,0,0.798005
0.0145728,-1.0802,0,1.0802
0.0149563,-1.55366,0,1.55366
0.0153398,-2.12132,0,2.12132
0.0157233,-2.66855,0,2.66855
0.0161068,-3.08092,0,3.08092
0.0164903,-3.26195,0,3.26195
0.0168738,-3.14805,0,3.14805
0.0172573,-2.71861,0,2.71861
0.0176408,-1.99948,0,1.99948
0.0180243,-1.05942,0,1.05942
0.0184078,-2.02067e-15,0,2.02067e-15
0.0187913,1.05942,0,1.05942
0.0191748,1.99948,0,1.99948
0.0195583,2.71861,0,2.71861
0.0199418,3.14805,0,3.14805
0.0203252,3.26195,0,3.26195
0.0207087,3.08092,0,3.08092
0.0210922,2.66855,0,2.66855
0.0214757,2.12132,0,2.12132
0.0218592,1.55366,0,1.55366
0.0222427,1.0802,0,1.0802
0.0226262,0.798005,0,0.798005
0.0230097,0.771639,0,0.771639
0.0233932,1.02306,0,1.02306
0.0237767,1.52814,0,1.52814
0.0241602,2.22019,0,2.22019
0.0245437,3,0,3
0.0249272,3.75092,0,3.75092
0.0253107,4.35657,0,4.35657
0.0256942,4.71858,0,4.71858
0.0260777,4.77164,0,4.77164
0.0264612,4.49352,0,4.49352
0.0268447,3.90862,0,3.90862
0.0272282,3.0844,0,3.0844
0.0276117,2.12132,0,2.12132
0.0279951,1.13781,0,1.13781
0.0283786,0.252497,0,0.252497
0.0287621,-0.433569,0,0.433569
0.0291456,-0.85195,0,0.85195
0.0295291,-0.976905,0,0.976905
0.0299126,-0.828943,0,0.828943
0.0302961,-0.471315,0,0.471315
0.0306796,-1.53081e-15,0,1.53081e-15
0.0310631,0.471315,0,0.471315
0.0314466,0.828943,0,0.828943
0.0318301,0.976905,0,0.976905
0.0322136,0.85195,0,0.85195
0.0325971,0.433569,0,0.433569
0.0329806,-0.252497,0,0.252497
0.0333641,-1.13781,0,1.13781
0.0337476,-2.12132,0,2.12132
0.0341311,-3.0844,0,3.0844
0.0345146,-3.90862,0,3.90862
0.0348981,-4.49352,0,4.49352
0.0352816,-4.77164,0,4.77164
0.0356651,-4.71858,0,4.71858
0.0360485,-4.35657,0,4.35657
0.036432,-3.75092,0,3.75092
0.0368155,-3,0,3
0.037199,-2.22019,0,2.22019
0.0375825,-1.52814,0,1.52814
0.037966,-1.02306,0,1.02306
0.0383495,-0.771639,0,0.771639
0.038733,-0.798005,0,0.798005
0.0391165,-1.0802,0,1.0802
0.0395,-1.55366,0,1.55366
0.0398835,-2.12132,0,2.12132
0.040267,-2.66855,0,2.66855
0.0406505,-3.08092,0,3.08092
0.041034,-3.26195,0,3.26195
0.0414175,-3.14805,0,3.14805
0.041801,-2.71861,0,2.71861
0.0421845,-1.99948,0,1.99948
0.042568,-1.05942,0,1.05942
0.0429515,-4.71489e-15,0,4.71489e-15
0.043335,1.05942,0,1.05942
0.0437185,1.99948,0,1.99948
0.0441019,2.71861,0,2.71861
0.0444854,3.14805,0,3.14805
0.0448689,3.26195,0,3.26195
0.0452524,3.08092,0,3.08092
0.0456359,2.66855,0,2.66855
0.0460194,2.12132,0,2.12132
0.0464029,1.55366,0,1.55366
0.0467864,1.0802,0,1.0802
0.0471699,0.798005,0,0.798005
0.0475534,0.771639,0,0.771639
0.0479369,1.02306,0,1.02306
0.0483204,1.52814,0,1.52814
0.0487039,2.22019,0,2.22019
0.0490874,3,0,3
0.0494709,3.75092,0,3.75092
0.0498544,4.35657,0,4.35657
0.0502379,4.71858,0,4.71858
0.0506214,4.77164,0,4.77164
0.0510049,4.49352,0,4.49352
0.0513884,3.90862,0,3.90862
0.0517719,3.0844,0,3.0844
0.0521553,2.12132,0,2.12132
0.0525388,1.13781,0,1.13781
0.0529223,0.252497,0,0.252497
0.0533058,-0.433569,0,0.433569
0.0536893,-0.85195,0,0.85195
0.0540728,-0.976905,0,0.976905
0.0544563,-0.828943,0,0.828943
0.0548398,-0.471315,0,0.471315
0.0552233,-2.75546e-15,0,2.75546e-15
0.0556068,0.471315,0,0.471315
0.0559903,0.828943,0,0.828943
0.0563738,0.976905,0,0.976905
0.0567573,0.85195,0,0.85195
0.0571408,0.433569,0,0.433569
0.0575243,-0.252497,0,0.252497
0.0579078,-1.13781,0,1.13781
0.0582913,-2.12132,0,2.12132
0.0586748,-3.0844,0,3.0844
0.0590583,-3.90862,0,3.90862
0.0594418,-4.49352,0,4.49352
0.0598253,-4.77164,0,4.77164
0.0602087,-4.71858,0,4.71858
0.0605922,-4.35657,0,4.35657
0.0609757,-3.75092,0,3.75092
0.0613592,-3,0,3
0.0617427,-2.22019,0,2.22019
0.0621262,-1.52814,0,1.52814
0.0625097,-1.02306,0,1.02306
0.0628932,-0.771639,0,0.771639
0.0632767,-0.798005,0,0.798005
0.0636602,-1.0802,0,1.0802
0.0640437,-1.55366,0,1.55366
0.0644272,-2.12132,0,2.12132
0.0648107,-2.66855,0,2.66855
0.0651942,-3.08092,0,3.08092
0.0655777,-3.26195,0,3.26195
0.0659612,-3.14805,0,3.14805
0.0663447,-2.71861,0,2.71861
0.0667282,-1.99948,0,1.99948
0.0671117,-1.05942,0,1.05942
0.0674952,-2.6949e-14,0,2.6949e-14
0.0678786,1.05942,0,1.05942
0.0682621,1.99948,0,1.99948
0.0686456,2.71861,0,2.71861
0.0690291,3.14805,0,3.14805
0.0694126,3.26195,0,3.26195
0.0697961,3.08092,0,3.08092
0.0701796,2.66855,0,2.66855
0.0705631,2.12132,0,2.12132
0.0709466,1.55366,0,1.55366
0.0713301,1.0802,0,1.0802
0.0717136,0.798005,0,0.798005
0.0720971,0.771639,0,0.771639
0.0724806,1.02306,0,1.02306
0.0728641,1.52814,0,1.52814
0.0732476,2.22019,0,2.22019
0.0736311,3,0,3
0.0740146,3.75092,0,3.75092
0.0743981,4.35657,0,4.35657
0.0747816,4.71858,0,4.71858
0.0751651,4.77164,0,4.77164
0.0755486,4.49352,0,4.49352
0.075932,3.90862,0,3.90862
0.0763155,3.0844,0,3.0844
0.076699,2.12132,0,2.12132
0.0770825,1.13781,0,1.13781
0.077466,0.252497,0,0.252497
0.0778495,-0.433569,0,0.433569
0.078233,-0.85195,0,0.85195
0.0786165,-0.976905,0,0.976905
0.079,-0.828943,0,0.828943
0.0793835,-0.471315,0,0.471315
0.079767,4.90168e-15,0,4.90168e-15
0.0801505,0.471315,0,0.471315
0.080534,0.828943,0,0.828943
0.0809175,0.976905,0,0.976905
0.081301,0.85195,0,0.85195
0.0816845,0.433569,0,0.433569
0.082068,-0.252497,0,0.252497
0.0824515,-1.13781,0,1.13781
0.082835,-2.12132,0,2.12132
0.0832185,-3.0844,0,3.0844
0.083602,-3.90862,0,3.90862
0.0839854,-4.49352,0,4.49352
0.0843689,-4.77164,0,4.77164
0.0847524,-4.71858,0,4.71858
0.0851359,-4.35657,0,4.35657
0.0855194,-3.75092,0,3.75092
0.0859029,-3,0,3
0.0862864,-2.22019,0,2.22019
0.0866699,-1.52814,0,1.52814
0.0870534,-1.02306,0,1.02306
0.0874369,-0.771639,0,0.771639
0.0878204,-0.798005,0,0.798005
0.0882039,-1.0802,0,1.0802
0.0885874,-1.55366,0,1.55366
0.0889709,-2.12132,0,2.12132
0.0893544,-2.66855,0,2.66855
0.0897379,-3.08092,0,3.08092
0.0901214,-3.26195,0,3.26195
0.0905049,-3.14805,0,3.14805
0.0908884,-2.71861,0,2.71861
0.0912719,-1.99948,0,1.99948
0.0916554,-1.05942,0,1.05942
0.0920388,-2.96433e-14,0,2.96433e-14
0.0924223,1.05942,0,1.05942
0.0928058,1.99948,0,1.99948
0.0931893,2.71861,0,2.71861
0.0935728,3.14805,0,3.14805
0.0939563,3.26195,0,3.26195
0.0943398,3.08092,0,3.08092
0.0947233,2.66855,0,2.66855
0.0951068,2.12132,0,2.12132
0.0954903,1.55366,0,1.55366
0.0958738,1.0802,0,1.0802
0.0962573,0.798005,0,0.798005
0.0966408,0.771639,0,0.771639
0.0970243,1.02306,0,1.02306
0.0974078,1.52814,0,1.52814
0.0977913,2.22019,0,2.22019
0.0981748,3,0,3
0.0985583,3.75092,0,3.75092
0.0989418,4.35657,0,4.35657
0.0993253,4.71858,0,4.71858
0.0997088,4.77164,0,4.77164
0.100092,4.49352,0,4.49352
0.100476,3.90862,0,3.90862
0.100859,3.0844,0,3.0844
0.101243,2.12132,0,2.12132
0.101626,1.13781,0,1.13781
0.10201,0.252497,0,0.252497
0.102393,-0.433569,0,0.433569
0.102777,-0.85195,0,0.85195
0.10316,-0.976905,0,0.976905
0.103544,-0.828943,0,0.828943
0.103927,-0.471315,0,0.471315
0.104311,3.67704e-15,0,3.67704e-15
0.104694,0.471315,0,0.471315
0.105078,0.828943,0,0.828943
0.105461,0.976905,0,0.976905
0.105845,0.85195,0,0.85195
0.106228,0.433569,0,0.433569
0.106612,-0.252497,0,0.252497
0.106995,-1.13781,0,1.13781
0.107379,-2.12132,0,2.12132
0.107762,-3.0844,0,3.0844
0.108146,-3.90862,0,3.90862
0.108529,-4.49352,0,4.49352
0.108913,-4.77164,0,4.77164
0.109296,-4.71858,0,4.71858
0.10968,-4.35657,0,4.35657
0.110063,-3.75092,0,3.75092
0.110447,-3,0,3
0.11083,-2.22019,0,2.22019
0.111214,-1.52814,0,1.52814
0.111597,-1.02306,0,1.02306
0.111981,-0.771639,0,0.771639
0.112364,-0.798005,0,0.798005
0.112748,-1.0802,0,1.0802
0.113131,-1.55366,0,1.55366
0.113515,-2.12132,0,2.12132
0.113898,-2.66855,0,2.66855
0.114282,-3.08092,0,3.08092
0.114665,-3.26195,0,3.26195
0.115049,-3.14805,0,3.14805
0.115432,-2.71861,0,2.71861
0.115816,-1.99948,0,1.99948
0.116199,-1.05942,0,1.05942
0.116583,-3.23375e-14,0,3.23375e-14
0.116966,1.05942,0,1.05942
0.11735,1.99948,0,1.99948
0.117733,2.71861,0,2.71861
0.118117,3.14805,0,3.14805
0.1185,3.26195,0,3.26195
0.118884,3.08092,0,3.08092
0.119267,2.66855,0,2.66855
0.119651,2.12132,0,2.12132
0.120034,1.55366,0,1.55366
0.120417,1.0802,0,1.0802
0.120801,0.798005,0,0.798005
0.121184,0.771639,0,0.771639
0.121568,1.02306,0,1.02306
0.121951,1.52814,0,1.52814
0.122335,2.22019,0,2.22019
0.122718,3,0,3
0.123102,3.75092,0,3.75092
0.123485,4.35657,0,4.35657
0.123869,4.71858,0,4.71858
0.124252,4.77164,0,4.77164
0.124636,4.49352,0,4.49352
0.125019,3.90862,0,3.90862
0.125403,3.0844,0,3.0844
0.125786,2.12132,0,2.12132
0.12617,1.13781,0,1.13781
0.126553,0.252497,0,0.252497
0.126937,-0.433569,0,0.433569
0.12732,-0.85195,0,0.85195
0.127704,-0.976905,0,0.976905
0.128087,-0.828943,0,0.828943
0.128471,-0.471315,0,0.471315
0.128854,2.45239e-15,0,2.45239e-15
0.129238,0.471315,0,0.471315
0.129621,0.828943,0,0.828943
0.130005,0.976905,0,0.976905
0.130388,0.85195,0,0.85195
0.130772,0.433569,0,0.433569
0.131155,-0.252497,0,0.252497
0.131539,-1.13781,0,1.13781
0.131922,-2.12132,0,2.12132
0.132306,-3.0844,0,3.0844
0.132689,-3.90862,0,3.90862
0.133073,-4.49352,0,4.49352
0.133456,-4.77164,0,4.77164
0.13384,-4.71858,0,4.71858
0.134223,-4.35657,0,4.35657
0.134607,-3.75092,0,3.75092
0.13499,-3,0,3
0.135374,-2.22019,0,2.22019
0.135757,-1.52814,0,1.52814
0.136141,-1.02306,0,1.02306
0.136524,-0.771639,0,0.771639
0.136908,-0.798005,0,0.798005
0.137291,-1.0802,0,1.0802
0.137675,-1.55366,0,1.55366
0.138058,-2.12132,0,2.12132
0.138442,-2.66855,0,2.66855
0.138825,-3.08092,0,3.08092
0.139209,-3.26195,0,3.26195
0.139592,-3.14805,0,3.14805
0.139976,-2.71861,0,2.71861
0.140359,-1.99948,0,1.99948
0.140743,-1.05942,0,1.05942
0.141126,-3.50317e-14,0,3.50317e-14
0.14151,1.05942,0,1.05942
0.141893,1.99948,0,1.99948
0.142277,2.71861,0,2.71861
0.14266,3.14805,0,3.14805
0.143044,3.26195,0,3.26195
0.143427,3.08092,0,3.08092
0.143811,2.66855,0,2.66855
0.144194,2.12132,0,2.12132
0.144578,1.55366,0,1.55366
0.144961,1.0802,0,1.0802
0.145345,0.798005,0,0.798005
0.145728,0.771639,0,0.771639
0.146112,1.02306,0,1.02306
0.146495,1.52814,0,1.52814
0.146879,2.22019,0,2.22019
0.147262,3,0,3
0.147646,3.75092,0,3.75092
0.148029,4.35657,0,4.35657
0.148413,4.71858,0,4.71858
0.148796,4.77164,0,4.77164
0.14918,4.49352,0,4.49352
0.149563,3.90862,0,3.90862
0.149947,3.0844,0,3.0844
0.15033,2.12132,0,2.12132
0.150714,1.13781,0,1.13781
0.151097,0.252497,0,0.252497
0.151481,-0.433569,0,0.433569
0.151864,-0.85195,0,0.85195
0.152248,-0.976905,0,0.976905
0.152631,-0.828943,0,0.828943
0.153015,-0.471315,0,0.471315
0.153398,1.22774e-15,0,1.22774e-15
0.153782,0.471315,0,0.471315
0.154165,0.828943,0,0.828943
0.154549,0.976905,0,0.976905
0.154932,0.85195,0,0.85195
0.155316,0.433569,0,0.433569
0.155699,-0.252497,0,0.252497
0.156083,-1.13781,0,1.13781
0.156466,-2.12132,0,2.12132
0.15685,-3.0844,0,3.0844
0.157233,-3.90862,0,3.90862
0.157617,-4.49352,0,4.49352
0.158,-4.77164,0,4.77164
0.158384,-4.71858,0,4.71858
0.158767,-4.35657,0,4.35657
0.159151,-3.75092,0,3.75092
0.159534,-3,0,3
0.159917,-2.22019,0,2.22019
0.160301,-1.52814,0,1.52814
0.160684,-1.02306,0,1.02306
0.161068,-0.771639,0,0.771639
0.161451,-0.798005,0,0.798005
0.161835,-1.0802,0,1.0802
0.162218,-1.55366,0,1.55366
0.162602,-2.12132,0,2.12132
0.162985,-2.66855,0,2.66855
0.163369,-3.08092,0,3.08092
0.163752,-3.26195,0,3.26195
0.164136,-3.14805,0,3.14805
0.164519,-2.71861,0,2.71861
0.164903,-1.99948,0,1.99948
0.165286,-1.05942,0,1.05942
0.16567,-3.77259e-14,0,3.77259e-14
0.166053,1.05942,0,1.05942
0.166437,1.99948,0,1.99948
0.16682,2.71861,0,2.71861
0.167204,3.14805,0,3.14805
0.167587,3.26195,0,3.26195
0.167971,3.08092,0,3.08092
0.168354,2.66855,0,2.66855
0.168738,2.12132,0,2.12132
0.169121,1.55366,0,1.55366
0.169505,1.0802,0,1.0802
0.169888,0.798005,0,0.798005
0.170272,0.771639,0,0.771639
0.170655,1.02306,0,1.02306
0.171039,1.52814,0,1.52814
0.171422,2.22019,0,2.22019
0.171806,3,0,3
0.172189,3.75092,0,3.75092
0.172573,4.35657,0,4.35657
0.172956,4.71858,0,4.71858
0.17334,4.77164,0,4.77164
0.173723,4.49352,0,4.49352
0.174107,3.90862,0,3.90862
0.17449,3.0844,0,3.0844
0.174874,2.12132,0,2.12132
0.175257,1.13781,0,1.13781
0.175641,0.252497,0,0.252497
0.176024,-0.433569,0,0.433569
0.176408,-0.85195,0,0.85195
0.176791,-0.976905,0,0.976905
0.177175,-0.828943,0,0.828943
0.177558,-0.471315,0,0.471315
0.177942,3.0949e-18,0,3.0949e-18
0.178325,0.471315,0,0.471315
0.178709,0.828943,0,0.828943
0.179092,0.976905,0,0.976905
0.179476,0.85195,0,0.85195
0.179859,0.433569,0,0.433569
0.180243,-0.252497,0,0.252497
0.180626,-1.13781,0,1.13781
0.18101,-2.12132,0,2.12132
0.181393,-3.0844,0,3.0844
0.181777,-3.90862,0,3.90862
0.18216,-4.49352,0,4.49352
0.182544,-4.77164,0,4.77164
0.182927,-4.71858,0,4.71858
0.183311,-4.35657,0,4.35657
0.183694,-3.75092,0,3.75092
0.184078,-3,0,3
0.184461,-2.22019,0,2.22019
0.184845,-1.52814,0,1.52814
0.185228,-1.02306,0,1.02306
0.185612,-0.771639,0,0.771639
0.185995,-0.798005,0,0.798005
0.186379,-1.0802,0,1.0802
0.186762,-1.55366,0,1.55366
0.187146,-2.12132,0,2.12132
0.187529,-2.66855,0,2.66855
0.187913,-3.08092,0,3.08092
0.188296,-3.26195,0,3.26195
0.18868,-3.14805,0,3.14805
0.189063,-2.71861,0,2.71861
0.189447,-1.99948,0,1.99948
0.18983,-1.05942,0,1.05942
0.190214,-4.04202e-14,0,4.04202e-14
0.190597,1.05942,0,1.05942
0.190981,1.99948,0,1.99948
0.191364,2.71861,0,2.71861
0.191748,3.14805,0,3.14805
0.192131,3.26195,0,3.26195
0.192515,3.08092,0,3.08092
0.192898,2.66855,0,2.66855
0.193282,2.12132,0,2.12132
0.193665,1.55366,0,1.55366
0.194049,1.0802,0,1.0802
0.194432,0.798005,0,0.798005
0.194816,0.771639,0,0.771639
0.195199,1.02306,0,1.02306
0.195583,1.52814,0,1.52814
0.195966,2.22019,0,2.22019
0.19635,3,0,3
0.196733,3.75092,0,3.75092
0.197117,4.35657,0,4.35657
0.1975,4.71858,0,4.71858
0.197884,4.77164,0,4.77164
0.198267,4.49352,0,4.49352
0.198651,3.90862,0,3.90862
0.199034,3.0844,0,3.0844
0.199418,2.12132,0,2.12132
0.199801,1.13781,0,1.13781
0.200184,0.252497,0,0.252497
0.200568,-0.433569,0,0.433569
0.200951,-0.85195,0,0.85195
0.201335,-0.976905,0,0.976905
0.201718,-0.828943,0,0.828943
0.202102,-0.471315,0,0.471315
0.202485,-1.22155e-15,0,1.22155e-15
0.202869,0.471315,0,0.471315
0.203252,0.828943,0,0.828943
0.203636,0.976905,0,0.976905
0.204019,0.85195,0,0.85195
0.204403,0.433569,0,0.433569
0.204786,-0.252497,0,0.252497
0.20517,-1.13781,0,1.13781
0.205553,-2.12132,0,2.12132
0.205937,-3.0844,0,3.0844
0.20632,-3.90862,0,3.90862
0.206704,-4.49352,0,4.49352
0.207087,-4.77164,0,4.77164
0.207471,-4.71858,0,4.71858
0.207854,-4.35657,0,4.35657
0.208238,-3.75092,0,3.75092
0.208621,-3,0,3
0.209005,-2.22019,0,2.22019
0.209388,-1.52814,0,1.52814
0.209772,-1.02306,0,1.02306
0.210155,-0.771639,0,0.771639
0.210539,-0.798005,0,0.798005
0.210922,-1.0802,0,1.0802
0.211306,-1.55366,0,1.55366
0.211689,-2.12132,0,2.12132
0.212073,-2.66855,0,2.66855
0.212456,-3.08092,0,3.08092
0.21284,-3.26195,0,3.26195
0.213223,-3.14805,0,3.14805
0.213607,-2.71861,0,2.71861
0.21399,-1.99948,0,1.99948
0.214374,-1.05942,0,1.05942
0.214757,-4.31144e-14,0,4.31144e-14
0.215141,1.05942,0,1.05942
0.215524,1.99948,0,1.99948
0.215908,2.71861,0,2.71861
0.216291,3.14805,0,3.14805
0.216675,3.26195,0,3.26195
0.217058,3.08092,0,3.08092
0.217442,2.66855,0,2.66855
0.217825,2.12132,0,2.12132
0.218209,1.55366,0,1.55366
0.218592,1.0802,0,1.0802
0.218976,0.798005,0,0.798005
0.219359,0.771639,0,0.771639
0.219743,1.02306,0,1.02306
0.220126,1.52814,0,1.52814
0.22051,2.22019,0,2.22019
0.220893,3,0,3
0.221277,3.75092,0,3.75092
0.22166,4.35657,0,4.35657
0.222044,4.71858,0,4.71858
0.222427,4.77164,0,4.77164
0.222811,4.49352,0,4.49352
0.223194,3.90862,0,3.90862
0.223578,3.0844,0,3.0844
0.223961,2.12132,0,2.12132
0.224345,1.13781,0,1.13781
0.224728,0.252497,0,0.252497
0.225112,-0.433569,0,0.433569
0.225495,-0.85195,0,0.85195
0.225879,-0.976905,0,0.976905
0.226262,-0.828943,0,0.828943
0.226646,-0.471315,0,0.471315
0.227029,-2.4462e-15,0,2.4462e-15
0.227413,0.471315,0,0.471315
0.227796,0.828943,0,0.828943
0.22818,0.976905,0,0.976905
0.228563,0.85195,0,0.85195
0.228947,0.433569,0,0.433569
0.22933,-0.252497,0,0.252497
0.229714,-1.13781,0,1.13781
0.230097,-2.12132,0,2.12132
0.230481,-3.0844,0,3.0844
0.230864,-3.90862,0,3.90862
0.231248,-4.49352,0,4.49352
0.231631,-4.77164,0,4.77164
0.232015,-4.71858,0,4.71858
0.232398,-4.35657,0,4.35657
0.232782,-3.75092,0,3.75092
0.233165,-3,0,3
0.233549,-2.22019,0,2.22019
0.233932,-1.52814,0,1.52814
0.234316,-1.02306,0,1.02306
0.234699,-0.771639,0,0.771639
0.235083,-0.798005,0,0.798005
0.235466,-1.0802,0,1.0802
0.23585,-1.55366,0,1.55366
0.236233,-2.12132,0,2.12132
0.236617,-2.66855,0,2.66855
0.237,-3.08092,0,3.08092
0.237384,-3.26195,0,3.26195
0.237767,-3.14805,0,3.14805
0.238151,-2.71861,0,2.71861
0.238534,-1.99948,0,1.99948
0.238918,-1.05942,0,1.05942
0.239301,-4.58086e-14,0,4.58086e-14
0.239684,1.05942,0,1.05942
0.240068,1.99948,0,1.99948
0.240451,2.71861,0,2.71861
0.240835,3.14805,0,3.14805
0.241218,3.26195,0,3.26195
0.241602,3.08092,0,3.08092
0.241985,2.66855,0,2.66855
0.242369,2.12132,0,2.12132
0.242752,1.55366,0,1.55366
0.243136,1.0802,0,1.0802
0.243519,0.798005,0,0.798005
0.243903,0.771639,0,0.771639
0.244286,1.02306,0,1.02306
0.24467,1.52814,0,1.52814
0.245053,2.22019,0,2.22019
0.245437,3,0,3
0.24582,3.75092,0,3.75092
0.246204,4.35657,0,4.35657
0.246587,4.71858,0,4.71858
0.246971,4.77164,0,4.77164
0.247354,4.49352,0,4.49352
0.247738,3.90862,0,3.90862
0.248121,3.0844,0,3.0844
0.248505,2.12132,0,2.12132
0.248888,1.13781,0,1.13781
0.249272,0.252497,0,0.252497
0.249655,-0.433569,0,0.433569
0.250039,-0.85195,0,0.85195
0.250422,-0.976905,0,0.976905
0.250806,-0.828943,0,0.828943
0.251189,-0.471315,0,0.471315
0.251573,-3.9198e-14,0,3.9198e-14
0.251956,0.471315,0,0.471315
0.25234,0.828943,0,0.828943
0.252723,0.976905,0,0.976905
0.253107,0.85195,0,0.85195
0.25349,0.433569,0,0.433569
0.253874,-0.252497,0,0.252497
0.254257,-1.13781,0,1.13781
0.254641,-2.12132,0,2.12132
0.255024,-3.0844,0,3.0844
0.255408,-3.90862,0,3.90862
0.255791,-4.49352,0,4.49352
0.256175,-4.77164,0,4.77164
0.256558,-4.71858,0,4.71858
0.256942,-4.35657,0,4.35657
0.257325,-3.75092,0,3.75092
0.257709,-3,0,3
0.258092,-2.22019,0,2.22019
0.258476,-1.52814,0,1.52814
0.258859,-1.02306,0,1.02306
0.259243,-0.771639,0,0.771639
0.259626,-0.798005,0,0.798005
0.26001,-1.0802,0,1.0802
0.260393,-1.55366,0,1.55366
0.260777,-2.12132,0,2.12132
0.26116,-2.66855,0,2.66855
0.261544,-3.08092,0,3.08092
0.261927,-3.26195,0,3.26195
0.262311,-3.14805,0,3.14805
0.262694,-2.71861,0,2.71861
0.263078,-1.99948,0,1.99948
0.263461,-1.05942,0,1.05942
0.263845,-4.85028e-14,0,4.85028e-14
0.264228,1.05942,0,1.05942
0.264612,1.99948,0,1.99948
0.264995,2.71861,0,2.71861
0.265379,3.14805,0,3.14805
0.265762,3.26195,0,3.26195
0.266146,3.08092,0,3.08092
0.266529,2.66855,0,2.66855
0.266913,2.12132,0,2.12132
0.267296,1.55366,0,1.55366
0.26768,1.0802,0,1.0802
0.268063,0.798005,0,0.798005
0.268447,0.771639,0,0.771639
0.26883,1.02306,0,1.02306
0.269214,1.52814,0,1.52814
0.269597,2.22019,0,2.22019
0.269981,3,0,3
0.270364,3.75092,0,3.75092
0.270748,4.35657,0,4.35657
0.271131,4.71858,0,4.71858
0.271515,4.77164,0,4.77164
0.271898,4.49352,0,4.49352
0.272282,3.90862,0,3.90862
0.272665,3.0844,0,3.0844
0.273049,2.12132,0,2.12132
0.273432,1.13781,0,1.13781
0.273816,0.252497,0,0.252497
0.274199,-0.433569,0,0.433569
0.274583,-0.85195,0,0.85195
0.274966,-0.976905,0,0.976905
0.27535,-0.828943,0,0.828943
0.275733,-0.471315,0,0.471315
0.276117,-4.89549e-15,0,4.89549e-15
0.2765,0.471315,0,0.471315
0.276884,0.828943,0,0.828943
0.277267,0.976905,0,0.976905
0.277651,0.85195,0,0.85195
0.278034,0.433569,0,0.433569
0.278418,-0.252497,0,0.252497
0.278801,-1.13781,0,1.13781
0.279185,-2.12132,0,2.12132
0.279568,-3.0844,0,3.0844
0.279951,-3.90862,0,3.90862
0.280335,-4.49352,0,4.49352
0.280718,-4.77164,0,4.77164
0.281102,-4.71858,0,4.71858
0.281485,-4.35657,0,4.35657
0.281869,-3.75092,0,3.75092
0.282252,-3,0,3
0.282636,-2.22019,0,2.22019
0.283019,-1.52814,0,1.52814
0.283403,-1.02306,0,1.02306
0.283786,-0.771639,0,0.771639
0.28417,-0.798005,0,0.798005
0.284553,-1.0802,0,1.0802
0.284937,-1.55366,0,1.55366
0.28532,-2.12132,0,2.12132
0.285704,-2.66855,0,2.66855
0.286087,-3.08092,0,3.08092
0.286471,-3.26195,0,3.26195
0.286854,-3.14805,0,3.14805
0.287238,-2.71861,0,2.71861
0.287621,-1.99948,0,1.99948
0.288005,-1.05942,0,1.05942
0.288388,2.69627e-14,0,2.69627e-14
0.288772,1.05942,0,1.05942
0.289155,1.99948,0,1.99948
0.289539,2.71861,0,2.71861
0.289922,3.14805,0,3.14805
0.290306,3.26195,0,3.26195
0.290689,3.08092,0,3.08092
0.291073,2.66855,0,2.66855
0.291456,2.12132,0,2.12132
0.29184,1.55366,0,1.55366
0.292223,1.0802,0,1.0802
0.292607,0.798005,0,0.798005
0.29299,0.771639,0,0.771639
0.293374,1.02306,0,1.02306
0.293757,1.52814,0,1.52814
0.294141,2.22019,0,2.22019
0.294524,3,0,3
0.294908,3.75092,0,3.75092
0.295291,4.35657,0,4.35657
0.295675,4.71858,0,4.71858
0.296058,4.77164,0,4.77164
0.296442,4.49352,0,4.49352
0.296825,3.90862,0,3.90862
0.297209,3.0844,0,3.0844
0.297592,2.12132,0,2.12132
0.297976,1.13781,0,1.13781
0.298359,0.252497,0,0.252497
0.298743,-0.433569,0,0.433569
0.299126,-0.85195,0,0.85195
0.29951,-0.976905,0,0.976905
0.299893,-0.828943,0,0.828943
0.300277,-0.471315,0,0.471315
